Country Name,Country Code,Series Name,Series Code,1998 [YR1998],2000 [YR2000],2002 [YR2002],2004 [YR2004],2012 [YR2012],2014 [YR2014],2016 [YR2016],2018 [YR2018],2020 [YR2020],2021 [YR2021]
Maldives,MDV,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-1.40425233816797,-1.1747568117595,4.1786723990478,-1.68541212459462,10.8846956585631,2.12000175718133,0.502509413611577,-0.133373386117525,-1.3697742556981,0.543149688736981
Maldives,MDV,"Population, total",SP.POP.TOTL,268445,279396,294185,311265,397231,435018,475505,515704,540542,543620
Maldives,MDV,Surface area (sq. km),AG.SRF.TOTL.K2,300,300,300,300,300,300,300,300,300,..
Maldives,MDV,Imports of goods and services (current US$),NE.IMP.GNFS.CD,..,..,..,..,..,2761371615.82274,3375149911.50673,4437932492.13816,2560647754.09101,..
Maldives,MDV,Exports of goods and services (current US$),NE.EXP.GNFS.CD,..,..,..,..,..,3375464877.3764,3152062225.08524,3716673766.14601,1851697983.91553,..
Mali,MLI,GDP (current US$),NY.GDP.MKTP.CD,2920358712.64824,2961484953.73364,3908121309.85681,5454249122.71389,12442035328.035,14364937127.7002,14026048334.2131,17070867577.6666,17465392779.0366,19143741503.1482
Mali,MLI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.57166763990284,-0.0608349718131223,3.10630825205686,1.55999866053489,-0.83673463153076,7.08468388056527,5.85229919941415,4.74648432724561,-1.235450447077,3.06987004655758
Mali,MLI,GDP per capita (current US$),NY.GDP.PCAP.CD,281.872561440501,270.54300662038,336.417174463803,440.958422504401,778.625210866217,848.278991630744,780.723549683428,894.804843529365,862.453012011092,917.913063250557
Mali,MLI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.03658945954988,-0.677661659046742,5.03282275711195,-3.09978128063954,5.32312847064058,0.883814547137822,-1.79964707083376,0.299546507387888,0.438088940320712,3.92560283104272
Mali,MLI,"Population, total",SP.POP.TOTL,10360564,10946448,11616890,12369078,15979492,16934213,17965448,19077755,20250834,20855724
Mali,MLI,Surface area (sq. km),AG.SRF.TOTL.K2,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,..
Mali,MLI,Imports of goods and services (current US$),NE.IMP.GNFS.CD,844696162.43713,975631158.20846,1162347091.56755,1725420781.89594,3889909595.50678,5470630685.48698,5655356471.1728,6081054166.3016,6345866071.74974,7697809993.00926
Mali,MLI,Exports of goods and services (current US$),NE.EXP.GNFS.CD,620691654.10775,665700074.189844,1097691767.88787,1291412639.13894,3465895664.634,3240081520.21561,3288114304.81093,4186182061.01326,5354300851.21432,5662920941.41146
Malta,MLT,GDP (current US$),NY.GDP.MKTP.CD,4010571223.3396,4069515579.07114,4470446391.44639,6098092551.07125,9462238211.48657,11626281387.0068,11668286794.8616,15301279478.2071,14917038504.285,17189730469.5554
Malta,MLT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.12560123053601,19.6812700987474,2.56526325306652,0.140268126603772,4.11770729935166,7.63353811230073,3.38145002577097,6.03421380724669,-8.34879817561675,9.4135383709695
Malta,MLT,GDP per capita (current US$),NY.GDP.PCAP.CD,10409.3084462741,10432.3281192942,11289.889843514,15197.056707914,22527.6367563271,26754.2684451944,25624.5372738289,31573.1165594518,28946.4626770412,33257.4220345104
Malta,MLT,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.38525135417659,2.36959287531812,2.1884904806055,2.79082848067755,2.37582057760382,0.310306472181729,0.642702771527276,1.15782362451512,0.638544956776653,1.49789217934737
Malta,MLT,"Population, total",SP.POP.TOTL,385287,390087,395969,401268,420028,434558,455356,484630,515332,516869
Malta,MLT,Surface area (sq. km),AG.SRF.TOTL.K2,320,320,320,320,320,320,320,320,320,..
Malta,MLT,Imports of goods and services (current US$),NE.IMP.GNFS.CD,4649789590.00995,5224306682.34372,4940016137.01614,6678629795.715,15097614287.5498,16024377706.9217,16943507116.2674,19548489579.7274,20376182756.3294,23212226751.8765
Malta,MLT,Exports of goods and services (current US$),NE.EXP.GNFS.CD,4388513868.93579,4893557025.27925,5069588753.58875,6288802690.58296,15434800334.0614,17417624684.4692,18412713261.014,22216221993.5475,22261413507.301,25515407681.6548
Marshall Islands,MHL,GDP (current US$),NY.GDP.MKTP.CD,112279400,115347500,131738200,132440200,180436300,182142800,201510900,221588900,244462400,248665600
Marshall Islands,MHL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-0.819393719602047,1.35407910881,3.74145213225039,0.949293705572046,-2.29521041422858,-0.950334664984581,1.3132819372595,3.57475516390795,-2.20760540236407,-2.50000240732057
Marshall Islands,MHL,GDP per capita (current US$),NY.GDP.PCAP.CD,2229.71244737469,2272.67801552587,2515.62404521845,2431.166018063,3181.62470023981,3185.26135389889,3490.99838885713,3793.55098267479,4129.850998412,4170.98191821262
Marshall Islands,MHL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..,..,..
Marshall Islands,MHL,"Population, total",SP.POP.TOTL,50356,50754,52368,54476,56712,57183,57723,58412,59194,59618
Marshall Islands,MHL,Surface area (sq. km),AG.SRF.TOTL.K2,180,180,180,180,180,180,180,180,180,..
Marshall Islands,MHL,Imports of goods and services (current US$),NE.IMP.GNFS.CD,97720200,116285000,98956900,111650000,182491200,181217100,155988000,190310800,169836100,..
Marshall Islands,MHL,Exports of goods and services (current US$),NE.EXP.GNFS.CD,27743200,33100500,36065300,41888100,100502300,92178100,73297300,86195600,85530100,..
Mauritania,MRT,GDP (current US$),NY.GDP.MKTP.CD,2032345831.83005,1779523344.34106,1777058592.98812,2362501023.24249,6728208836.22143,6592537781.81518,6398747531.60142,7352533585.59316,7915985513.70246,8227580740.49889
Mauritania,MRT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.77780478428373,-3.91802587923293,1.38148396199058,4.7327579245203,4.47001318233693,4.27482327130284,1.26090922448303,4.52674622501065,-1.76332179417277,2.29974854129526
Mauritania,MRT,GDP per capita (current US$),NY.GDP.PCAP.CD,814.17033528337,676.569022381448,639.667582877101,803.777915575114,1815.21893947923,1677.10901942794,1536.85561480047,1669.77347632717,1702.48695898248,1723.01386575365
Mauritania,MRT,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,8.03166665498855,3.25406745833358,3.89570525758491,10.3676233473073,4.90242727217991,3.53436856147326,1.48600676958638,3.04891482875157,2.38569488456317,..
Mauritania,MRT,"Population, total",SP.POP.TOTL,2496217,2630217,2778097,2939246,3706555,3930894,4163532,4403312,4649660,4775110
Mauritania,MRT,Surface area (sq. km),AG.SRF.TOTL.K2,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,..
Mauritania,MRT,Imports of goods and services (current US$),NE.IMP.GNFS.CD,547348208.790509,594774697.287411,568870596.417886,1227308582.04596,4206931498.2132,3574551160.294,2510108432.16782,3523706633.03202,4059731898.62639,..
Mauritania,MRT,Exports of goods and services (current US$),NE.EXP.GNFS.CD,497094892.718436,454083030.934653,440241536.915938,549736448.161367,3247124765.69348,2464897183.91279,2170784093.46215,2520171814.16859,3148584915.85811,..
Mauritius,MUS,GDP (current US$),NY.GDP.MKTP.CD,4169664285.38681,4663313620.01707,4841310239.63687,6578844486.06288,11668685524.1265,12803445933.5894,12232463655.5727,14181951058.5129,10926820603.402,11156657769.6974
Mauritius,MUS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.07194016138837,8.2027917834951,1.61491864461934,4.33001987203438,3.49611833757982,3.74457577257851,3.83793262870846,3.75967723144153,-14.8946756679307,4.04021973384492
Mauritius,MUS,GDP per capita (current US$),NY.GDP.PCAP.CD,3593.23408089547,3929.07549503364,4018.94889731864,5388.06578367365,9291.22761861899,10153.9382184867,9681.61856689674,11208.3438184474,8632.75285872458,8812.10824897507
Mauritius,MUS,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,6.81079323797194,4.19928825622807,6.41933372221149,4.71037060105888,3.85216033315978,3.21769191994683,0.977675134719017,3.2160538314458,2.58080077182828,4.02852888157379
Mauritius,MUS,"Population, total",SP.POP.TOTL,1160421,1186873,1204621,1221003,1255882,1260934,1263473,1265303,1265740,1266060
Mauritius,MUS,Surface area (sq. km),AG.SRF.TOTL.K2,2040,2040,2040,2040,2040,2040,2040,2040,2040,..
Mauritius,MUS,Imports of goods and services (current US$),NE.IMP.GNFS.CD,2773468596.69816,2854805406.55858,2818319871.83766,3627943342.36413,7667254575.70715,7591504036.36649,6573143247.82862,7661193361.30888,5317521837.80679,6204005075.30204
Mauritius,MUS,Exports of goods and services (current US$),NE.EXP.GNFS.CD,2738791382.37881,2849014842.13093,2982651358.38729,3508045893.41237,6276838602.32945,6253984115.78755,5412907019.60222,5809414635.29634,3274070981.44962,3401144339.09542
"Micronesia, Fed. Sts.",FSM,GDP (current US$),NY.GDP.MKTP.CD,218873100,233271800,242517200,240236000,327248700,319271200,332265200,401932300,407515927.98229,404178049.753978
"Micronesia, Fed. Sts.",FSM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.8505158599975,4.83390378617111,0.546997672499344,-3.08015304747474,-1.86681975475544,-2.30577574529325,0.900180416516932,0.211653600126766,-1.76539751774801,-3.18820992849024
"Micronesia, Fed. Sts.",FSM,GDP per capita (current US$),NY.GDP.PCAP.CD,2022.74457978301,2171.88957683534,2265.94410756164,2253.1137454982,3131.38671463839,2971.51260191356,3014.70035839042,3568.291015625,3542.96978797168,3476.6508946194
"Micronesia, Fed. Sts.",FSM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,2.15851810619412,-0.111442426432966,2.27669698247305,5.01850353045626,0.650284891768603,-1.03746806405332,1.79400375972253,0.550898203592806,..
"Micronesia, Fed. Sts.",FSM,"Population, total",SP.POP.TOTL,108206,107405,107027,106624,104506,107444,110215,112640,115021,116255
"Micronesia, Fed. Sts.",FSM,Surface area (sq. km),AG.SRF.TOTL.K2,700,700,700,700,700,700,700,700,700,..
"Micronesia, Fed. Sts.",FSM,Imports of goods and services (current US$),NE.IMP.GNFS.CD,180575600,169396700,173961400,187839500,266613200,236361400,242489900,262770200,270500000,289000000
"Micronesia, Fed. Sts.",FSM,Exports of goods and services (current US$),NE.EXP.GNFS.CD,41045400,41921500,43854000,37304000,97807400,101619000,91885300,142584400,97900000,97800000
Moldova,MDA,GDP (current US$),NY.GDP.MKTP.CD,1698717504.65549,1288429391.79951,1661818168.4226,2598249555.89984,8709138764.75916,9510198961.57287,8071469355.2527,11457443185.0542,11859730543.5525,13679221333.2052
Moldova,MDA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-6.54219202309288,2.10771604754427,7.79999964149971,7.39999968991071,-0.589733963016442,4.99962592307755,4.40888670873363,4.30147775702727,-7.38018215370487,13.9445896006365
Moldova,MDA,GDP per capita (current US$),NY.GDP.PCAP.CD,578.909766272913,440.672030653269,570.972645432751,897.449958810326,3045.73061215068,3328.79433016779,2880.43528952658,4230.62696856829,4525.75965363511,5314.53146055569
Moldova,MDA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,7.69576517517204,31.2993015817784,5.30124390261594,12.5242768428228,4.54633427355306,5.08878554625884,6.3593089803793,3.04505397337069,3.76597122245349,5.10641129002835
Moldova,MDA,"Population, total",SP.POP.TOTL,2934339,2923783,2910504,2895147,2859458,2856950,2802170,2708214,2620495,2573928
Moldova,MDA,Surface area (sq. km),AG.SRF.TOTL.K2,33840,33840,33840,33850,33850,33850,33850,33850,33850,..
Moldova,MDA,Imports of goods and services (current US$),NE.IMP.GNFS.CD,1219400372.43948,986460018.981131,1285842260.36985,2117707388.69106,5676055715.92883,5895236569.85089,4465786158.93938,6384948979.88518,5921024254.28424,7932925988.32951
Moldova,MDA,Exports of goods and services (current US$),NE.EXP.GNFS.CD,764754748.603352,639062444.70539,871854564.208355,1330145599.96107,2711403157.70699,2964395131.2674,2607820373.68146,3453124989.06745,3218731236.09183,4188570116.33803
Monaco,MCO,GDP (current US$),NY.GDP.MKTP.CD,2934498443.40672,2647885848.5351,2968987019.23077,4137913500,5743029680.07195,7069616048.89066,6472990923.1791,7194024563.06094,6816219303.25528,..
Monaco,MCO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.50326528870077,3.91022917641209,1.02649563899888,2.47048416786116,1.01221796129491,7.18918701152205,3.45155104747225,5.95627041970343,-11.7527733755943,..
Monaco,MCO,GDP per capita (current US$),NY.GDP.PCAP.CD,92999.2534514393,82365.492364536,90506.8595058764,123523.493238604,157520.219426533,189432.370013147,170028.655717864,185978.609251356,173688.189360292,..
Monaco,MCO,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..,..,..
Monaco,MCO,"Population, total",SP.POP.TOTL,31554,32148,32804,33499,36459,37320,38070,38682,39244,39520
Monaco,MCO,Surface area (sq. km),AG.SRF.TOTL.K2,2.027,2.027,2.027,2.027,74.92,74.92,74.92,74.92,74.92,..
Monaco,MCO,Imports of goods and services (current US$),NE.IMP.GNFS.CD,..,..,..,..,..,..,..,..,..,..
Monaco,MCO,Exports of goods and services (current US$),NE.EXP.GNFS.CD,..,..,..,..,..,..,..,..,..,..
Mongolia,MNG,GDP (current US$),NY.GDP.MKTP.CD,1124440248.9783,1136896123.61298,1396555719.97409,1992066808.09598,12292770631.1967,12226514722.0861,11181350461.4723,13178094459.4548,13312981594.573,15098022828.6106
Mongolia,MNG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.33993659935817,1.14606213709108,4.73297846590111,10.6254059599309,12.3198198481932,7.88522548148912,1.48978448504865,7.7448806201857,-4.55775197337685,1.42100909686505
Mongolia,MNG,GDP per capita (current US$),NY.GDP.PCAP.CD,477.334126163969,474.217094319837,571.594978994912,797.977726310822,4351.88846071215,4158.52147149753,3658.39030030916,4156.8469697802,4060.95051770038,4534.91858863581
Mongolia,MNG,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,9.3570421771655,11.5955387593327,0.917074687184283,8.24115449417618,14.3303348325837,12.2539808129759,0.742300726059404,6.81243594195042,3.69316922767457,7.09856418148988
Mongolia,MNG,"Population, total",SP.POP.TOTL,2355667,2397417,2443261,2496394,2824698,2940111,3056358,3170214,3278292,3329282
Mongolia,MNG,Surface area (sq. km),AG.SRF.TOTL.K2,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564116,1564115.749,..
Mongolia,MNG,Imports of goods and services (current US$),NE.IMP.GNFS.CD,669128488.063496,771837167.206557,946734020.522735,1405234670.28888,8115246246.99834,6978077038.57121,5611141929.07142,8986286380.20362,7345876643.06749,9106679295.31603
Mongolia,MNG,Exports of goods and services (current US$),NE.EXP.GNFS.CD,537971733.705918,613886974.292311,708425456.996203,1210933087.5405,5356224605.54811,6388231517.37735,5688198304.49216,7665009950.51899,7676311747.37135,9031863637.82174
Montenegro,MNE,GDP (current US$),NY.GDP.MKTP.CD,..,984297589.359934,1284685050.52413,2073234417.68066,4087725812.66864,4593852089.0956,4376929571.63126,5506944403.30186,4780722121.96227,5809170961.78285
Montenegro,MNE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.90000584633145,3.10000005928039,1.9039367333292,4.42605071745102,-2.72379077130623,1.78369858106701,2.94928032097511,5.0778888113381,-15.3068937570407,12.4343589851741
Montenegro,MNE,GDP per capita (current US$),NY.GDP.PCAP.CD,..,1627.07263304394,2106.6350684523,3380.16512135859,6586.7212793222,7387.87103632234,7033.43800629478,8850.37840418667,7694.6337585059,9367.01688364836
Montenegro,MNE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,4.14524724981109,-0.71051405171022,-0.27138502338526,2.61122378263797,-0.255655699848551,2.41080198403167
Montenegro,MNE,"Population, total",SP.POP.TOTL,607662,604950,609828,613353,620601,621810,622303,622227,621306,620173
Montenegro,MNE,Surface area (sq. km),AG.SRF.TOTL.K2,13810,13810,13810,13810,13810,13810,13810,13810,13810,..
Montenegro,MNE,Imports of goods and services (current US$),NE.IMP.GNFS.CD,..,503076567.83966,769183114.552838,1204292277.12938,2783478093.28023,2755572341.32112,2760628539.35845,3675020605.74032,2916686855.49879,3642880368.20924
Montenegro,MNE,Exports of goods and services (current US$),NE.EXP.GNFS.CD,..,362369077.306733,454214751.156861,871215545.070772,1785211358.08814,1844142421.73565,1777062105.8662,2361102427.6776,1242829297.12839,2500533005.20151
Morocco,MAR,GDP (current US$),NY.GDP.MKTP.CD,41806219378.6181,38857251336.3448,42236836820.6152,59626020162.3816,98266306615.3632,110081248587.369,103311649248.024,118096227400.092,114725065285.149,132725261467.431
Morocco,MAR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.23855268965383,1.91287298063767,3.12144965600538,4.79701836216324,3.00996126221978,2.66949392694423,1.05985639008179,3.148502655914,-6.29325315954672,7.3727276184739
Morocco,MAR,GDP per capita (current US$),NY.GDP.PCAP.CD,1472.38598632813,1334.94348144531,1416.48840332031,1952.90258789063,2912.658203125,3171.69921875,2896.72216796875,3226.98291015625,3058.69165039063,3496.75830078125
Morocco,MAR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.75311330764476,1.89463456763465,2.79561966936937,1.49344403381773,1.28712240079215,0.442310053557078,1.63531114327061,1.8039167114189,0.705968661338317,1.4019588396201
Morocco,MAR,"Population, total",SP.POP.TOTL,28110447,28793672,29454765,30115196,33241898,34192358,35126274,36029089,36910558,37344787
Morocco,MAR,Surface area (sq. km),AG.SRF.TOTL.K2,446550,446550,446550,446550,446550,446550,446550,446550,446550,..
Morocco,MAR,Imports of goods and services (current US$),NE.IMP.GNFS.CD,11452344717.0047,12579800084.6979,13353797749.7505,19968118741.5426,49325135598.7205,51892152314.3357,47016161101.1981,58101341345.1806,48821603066.296,62011877398.8986
Morocco,MAR,Exports of goods and services (current US$),NE.EXP.GNFS.CD,9784245720.71134,10408859646.151,12213885545.7762,16759442726.6576,34323976635.2974,38123788111.2975,36522253377.5172,45794739028.9897,40069707691.0117,49441809378.6505
Mozambique,MOZ,GDP (current US$),NY.GDP.MKTP.CD,5263877520.08489,5656473652.41147,5677003239.29386,7631120533.36168,16350813486.9908,17716091057.2675,11936993086.9579,14845400592.6712,14028811071.7628,16095828896.6342
Mozambique,MOZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,9.93125194938349,1.18030078891616,9.29105188520596,7.91640783637942,7.25843925258778,7.39851279713864,3.82421431921188,3.44381383971462,-1.23390571070034,2.22481926808254
Mozambique,MOZ,GDP per capita (current US$),NY.GDP.PCAP.CD,313.066160679051,319.359620843667,302.545233699878,383.270221899038,657.645036275496,673.969476342085,428.926450298579,503.302009186097,448.843891366822,500.444808525879
Mozambique,MOZ,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,2.60245456956622,2.55974875844296,17.4180418197597,3.91133439990733,3.14169129409215,..
Mozambique,MOZ,"Population, total",SP.POP.TOTL,16813946,17711925,18764147,19910549,24862673,26286192,27829930,29496009,31255435,32163045
Mozambique,MOZ,Surface area (sq. km),AG.SRF.TOTL.K2,799380,799380,799380,799380,799380,799380,799380,799380,799380,..
Mozambique,MOZ,Imports of goods and services (current US$),NE.IMP.GNFS.CD,1463494879.82753,1974506199.43259,2803402255.25805,3277544317.64336,11934077320.6276,14204962899.7704,8605754909.5048,12222834985.1043,10299541810.6241,..
Mozambique,MOZ,Exports of goods and services (current US$),NE.EXP.GNFS.CD,523122522.021794,633309991.331302,1208618409.49405,1960971866.1016,4722765255.62423,5542308938.78889,4004302191.29977,6661131673.92648,4189966170.01368,..
Myanmar,MMR,GDP (current US$),NY.GDP.MKTP.CD,4613071494.63459,6849321645.95623,6110632857.66584,9390855297.73553,58318677644.9492,63264892768.3726,60291736893.9397,67144725830.5753,78930257227.0908,65067808984.6792
Myanmar,MMR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.76184722120743,12.4181916439086,11.703045621276,13.6952873426046,6.4857540044064,8.19966375042618,10.5077807807102,6.404977325147,3.17377440041078,-17.9847423373262
Myanmar,MMR,GDP per capita (current US$),NY.GDP.PCAP.CD,101.138963058532,146.604578778661,128.099701845089,193.368765760833,1134.30222376609,1210.09765357091,1136.61062698511,1250.17368502539,1450.66267347182,1187.23848416853
Myanmar,MMR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,51.4875497504079,-0.109165514668512,57.0745112621703,4.53421374129695,1.46758322674678,4.95329918484382,6.92882525816124,6.87232865662918,..,..
Myanmar,MMR,"Population, total",SP.POP.TOTL,45611220,46719698,47702163,48564489,51413703,52280816,53045199,53708318,54409794,54806014
Myanmar,MMR,Surface area (sq. km),AG.SRF.TOTL.K2,676590,676590,676590,676590,676590,676590,676590,676590,676590,..
Myanmar,MMR,Imports of goods and services (current US$),NE.IMP.GNFS.CD,..,..,..,..,3363382486.55111,13065387715.9475,18654188952.0717,22889095621.4908,20878696529.9004,16159440787.7637
Myanmar,MMR,Exports of goods and services (current US$),NE.EXP.GNFS.CD,..,..,..,..,3550528930.06575,12574618317.3199,13852127379.6474,19042051784.7318,22615134490.0962,18424618967.7231
Namibia,NAM,GDP (current US$),NY.GDP.MKTP.CD,3873098656.00637,3922247989.85562,3349184760.02543,6609198832.76313,13042007432.4489,12435416060.2791,10721994676.6562,13682062249.2236,10562637375.594,12236250784.1336
Namibia,NAM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.29158562064818,3.49218336365178,4.7886612188211,12.2695481036769,5.0616820696264,6.09251915977956,0.0337944502063294,1.05994347072928,-7.86593662533502,2.43063985834007
Namibia,NAM,GDP per capita (current US$),NY.GDP.PCAP.CD,2236.67150179245,2185.60411519312,1808.88489938555,3464.41822576337,5942.29273974027,5469.90140003637,4546.98668754958,5588.39286411942,4157.01950619148,4729.27093735257
Namibia,NAM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,4.13663213144747,6.72199777334885,5.35016966859592,6.72858234593346,4.29159105337873,2.20938236933476,3.61690530108811
Namibia,NAM,"Population, total",SP.POP.TOTL,1731635,1794583,1851519,1907737,2194777,2273426,2358044,2448300,2540916,2587344
Namibia,NAM,Surface area (sq. km),AG.SRF.TOTL.K2,824290,824290,824290,824290,824290,824290,824290,824290,824290,..
Namibia,NAM,Imports of goods and services (current US$),NE.IMP.GNFS.CD,1966006276.79395,1741324894.08917,1615858491.37154,2780114571.88414,7845428799.82426,7966507032.25152,6321336438.05069,6270667210.72397,4510734197.427,6035645004.54202
Namibia,NAM,Exports of goods and services (current US$),NE.EXP.GNFS.CD,1602298916.48427,1597772846.47973,1546281764.96817,2630324999.61299,5224411420.83038,4851936880.35489,3753713232.89459,4909474909.13487,3536024302.91922,3908420039.77014
Nauru,NRU,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,96927201.4848422,104654365.188653,99723394.9628767,124021393.690412,114626625.553023,133218896.932607
Nauru,NRU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..,11.3636363636364,26.5625,3.57142857142858,6.09756097560977,1.14942528735634,1.49999999999999
Nauru,NRU,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,9562.66786551324,10171.4807258872,9521.04210071383,11614.665076832,10580.2681883905,12252.2668014906
Nauru,NRU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,-0.124750499001994,..,..,..,..,..
Nauru,NRU,"Population, total",SP.POP.TOTL,10567,10335,10102,9906,10136,10289,10474,10678,10834,10873
Nauru,NRU,Surface area (sq. km),AG.SRF.TOTL.K2,20,20,20,20,20,20,20,20,20,..
Nauru,NRU,Imports of goods and services (current US$),NE.IMP.GNFS.CD,..,..,..,..,52588162.5077336,97310199.2105022,95355947.0082982,112549414.774049,113956294.409438,141577729.68132
Nauru,NRU,Exports of goods and services (current US$),NE.EXP.GNFS.CD,..,..,..,..,69086409.5689833,83539888.0014688,52409375.4549425,71699868.2272692,54363855.7447379,54183147.9961191
Nepal,NPL,GDP (current US$),NY.GDP.MKTP.CD,4856255044.39064,5494252207.90502,6050875806.66403,7273938314.71988,21703106501.9674,22731602969.9687,24524098184.648,33111525871.9538,33433670511.9364,36288830373.4106
Nepal,NPL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.01638948070151,6.1999999852026,0.120143179157338,4.68260324857597,4.67012214850206,6.01148284080773,0.43311371777699,7.62237610768169,-2.36962062652862,4.24694014145481
Nepal,NPL,GDP per capita (current US$),NY.GDP.PCAP.CD,210.611560882806,229.490392563225,244.72084352424,286.157672590748,804.141607295945,844.853124854118,899.523581025867,1178.52595698425,1147.47197125836,1222.87879372246
Nepal,NPL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,11.2444677818614,2.47882020709133,3.02939948714895,2.84181131248977,9.45980980357129,8.36415469659556,8.79034332004629,4.0611633875107,5.05236655289216,4.08791045882441
Nepal,NPL,"Population, total",SP.POP.TOTL,23057875,23941099,24725625,25419337,26989160,26905982,27263430,28095712,29136808,29674920
Nepal,NPL,Surface area (sq. km),AG.SRF.TOTL.K2,147180,147180,147180,147180,147180,147180,147180,147180,147180,..
Nepal,NPL,Imports of goods and services (current US$),NE.IMP.GNFS.CD,1645665859.56416,1781598378.45664,1724111681.8122,2143236207.27273,6331146622.36468,8151234467.33814,8322475417.92859,13453791063.7809,11405420522.5645,14008213483.7322
Nepal,NPL,Exports of goods and services (current US$),NE.EXP.GNFS.CD,1108297013.72074,1279281887.93977,1073251679.17819,1213488962.70126,1899085037.34277,2301357058.7828,2005967749.51834,2587877999.09938,2275258177.64442,1890368794.1327
New Caledonia,NCL,GDP (current US$),NY.GDP.MKTP.CD,3556305296.84759,3420033046.95784,3740057132.98621,5895011251.5675,9659153061.35633,10635039738.6899,8724570249.74306,9846922416.14776,9435529927.2471,..
New Caledonia,NCL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-3.20027552726621,2.10010882688805,..,..,..,..,..,..,..,..
New Caledonia,NCL,GDP per capita (current US$),NY.GDP.PCAP.CD,17324.2528307698,16039.1738824642,16885.8961261737,25770.540990459,37294.027263924,39675.5819387796,32391.2019667461,36382.4955335221,34694.5504017028,..
New Caledonia,NCL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,1.74967234600262,0.178851060785501,0.578317435521153,..,..,..
New Caledonia,NCL,"Population, total",SP.POP.TOTL,205279,213230,221490,228750,259000,268050,269350,270650,271960,272620
New Caledonia,NCL,Surface area (sq. km),AG.SRF.TOTL.K2,18580,18580,18580,18580,18580,18580,18580,18580,18580,..
New Caledonia,NCL,Imports of goods and services (current US$),NE.IMP.GNFS.CD,1280786502.99542,1285448214.02311,1424100071.07749,2156846103.49065,4442713425.00678,4293537494.86498,3382003732.60314,..,..,..
New Caledonia,NCL,Exports of goods and services (current US$),NE.EXP.GNFS.CD,558407857.077597,779113645.405221,675306350.301861,1296530354.94453,1715324223.40989,1976647744.54129,1680830893.78407,..,..,..
New Zealand,NZL,GDP (current US$),NY.GDP.MKTP.CD,56227169851.0448,52623281956.7031,66627729311.4495,103905210084.034,176206659722.524,201313497220.917,188838342527.975,211953111035.513,211734532308.013,249991512236.526
New Zealand,NZL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.797441296469529,2.90514065483116,4.67460896200862,4.02830274099495,2.24530293523672,3.81542760298834,3.76744771676979,3.35921954753083,-1.25266452942354,4.64680674951514
New Zealand,NZL,GDP per capita (current US$),NY.GDP.PCAP.CD,14738.4455703918,13641.1027183822,16874.1874918196,25420.234882944,39973.3807587223,44572.8987536626,40058.1961621466,43250.440973659,41596.5055023403,48801.6851279674
